timestamp,open,high,low,close,volume
2025-03-02 23:00:00+00:00,20000.222219091764,20000.308331071006,20000.13610711252,20000.222219091764,512.0
2025-03-02 23:01:00+00:00,20000.222219091764,20000.234624633955,19999.694249337426,19999.706654879617,116.0
2025-03-02 23:02:00+00:00,19999.706654879617,20002.3316225025,19997.646801383362,20000.271769006245,621.0
2025-03-02 23:03:00+00:00,20000.271769006245,20003.016090031582,19997.57628990882,20000.320610934155,681.0
2025-03-02 23:04:00+00:00,20000.320610934155,20003.26686536091,19998.004901670007,20000.951156096762,67.0
2025-03-02 23:05:00+00:00,20000.951156096762,20001.691144736687,19997.448076542096,19998.18806518202,436.0
2025-03-02 23:06:00+00:00,19998.18806518202,20003.759176665488,19995.951685388867,20001.522796872334,413.0
2025-03-02 23:07:00+00:00,20001.522796872334,20005.165258460467,19999.64556889971,20003.28803048784,459.0
2025-03-02 23:08:00+00:00,20003.28803048784,20007.001082253893,20002.233846853007,20005.94689861906,733.0
2025-03-02 23:09:00+00:00,20005.94689861906,20006.92227017725,20005.257111222752,20006.232482780943,622.0
2025-03-02 23:10:00+00:00,20006.232482780943,20009.348716265304,20005.529179816,20008.64541330036,444.0
2025-03-02 23:11:00+00:00,20008.64541330036,20010.931972768787,20004.68770719567,20006.974266664096,507.0
2025-03-02 23:12:00+00:00,20006.974266664096,20009.319768266003,20006.7401872307,20009.085688832605,261.0
2025-03-02 23:13:00+00:00,20009.085688832605,20010.91058237405,20008.983215152315,20010.80810869376,683.0
2025-03-02 23:14:00+00:00,20010.80810869376,20013.622227943517,20010.08421467796,20012.89833392772,372.0
2025-03-02 23:15:00+00:00,20012.89833392772,20013.388560980584,20008.671628718945,20009.16185577181,421.0
2025-03-02 23:16:00+00:00,20009.16185577181,20014.162732525696,20008.331729703244,20013.33260645713,140.0
2025-03-02 23:17:00+00:00,20013.33260645713,20018.369677708575,20011.451026886058,20016.488098137503,69.0
2025-03-02 23:18:00+00:00,20016.488098137503,20019.10357388346,20012.459175405424,20015.074651151383,348.0
2025-03-02 23:19:00+00:00,20015.074651151383,20016.154240700555,20013.415290207937,20014.49487975711,688.0
2025-03-02 23:20:00+00:00,20014.49487975711,20015.460253676847,20014.40406319687,20015.36943711661,82.0
2025-03-02 23:21:00+00:00,20015.36943711661,20018.670139453003,20014.65602227104,20017.956724607433,286.0
2025-03-02 23:22:00+00:00,20017.956724607433,20021.919769968597,20015.90598617305,20019.869031534214,795.0
2025-03-02 23:23:00+00:00,20019.869031534214,20021.058995695894,20015.485186824884,20016.675150986564,798.0
2025-03-02 23:24:00+00:00,20016.675150986564,20019.73001392254,20016.378149186236,20019.433012122212,127.0
2025-03-02 23:25:00+00:00,20019.433012122212,20020.317922108083,20019.33130328596,20020.21621327183,445.0
2025-03-02 23:26:00+00:00,20020.21621327183,20023.65408474387,20019.878286326308,20023.31615779835,490.0
2025-03-02 23:27:00+00:00,20023.31615779835,20023.986484477093,20019.639117668263,20020.309444347007,468.0
2025-03-02 23:28:00+00:00,20020.309444347007,20021.635386889382,20017.509395274352,20018.835337816727,748.0
2025-03-02 23:29:00+00:00,20018.835337816727,20020.816649868964,20017.92400867867,20019.905320730908,500.0
2025-03-02 23:30:00+00:00,20019.905320730908,20020.701602778325,20018.93046833138,20019.726750378795,555.0
2025-03-02 23:31:00+00:00,20019.726750378795,20019.977448146707,20018.801656079668,20019.05235384758,254.0
2025-03-02 23:32:00+00:00,20019.05235384758,20021.64828487575,20018.110544270927,20020.7064752991,220.0
2025-03-02 23:33:00+00:00,20020.7064752991,20023.45117606514,20020.446135841954,20023.190836607995,529.0
2025-03-02 23:34:00+00:00,20023.190836607995,20025.913585205886,20020.65854503071,20023.3812936286,729.0
2025-03-02 23:35:00+00:00,20023.3812936286,20024.70856373095,20022.95928338733,20024.286553489677,298.0
2025-03-02 23:36:00+00:00,20024.286553489677,20024.622736811845,20022.786803830026,20023.122987152194,227.0
2025-03-02 23:37:00+00:00,20023.122987152194,20026.93062705002,20021.607057466317,20025.414697364144,747.0
2025-03-02 23:38:00+00:00,20025.414697364144,20030.182025292455,20024.495285838886,20029.262613767198,200.0
2025-03-02 23:39:00+00:00,20029.262613767198,20030.200968331934,20028.79150445503,20029.729859019764,533.0
2025-03-02 23:40:00+00:00,20029.729859019764,20029.80804732724,20027.535079961304,20027.61326826878,85.0
2025-03-02 23:41:00+00:00,20027.61326826878,20029.38907845956,20022.715700892517,20024.4915110833,186.0
2025-03-02 23:42:00+00:00,20024.4915110833,20026.308405253465,20020.202913177654,20022.01980734782,603.0
2025-03-02 23:43:00+00:00,20022.01980734782,20025.835648227538,20021.41813160533,20025.233972485046,639.0
2025-03-02 23:44:00+00:00,20025.233972485046,20028.375426408686,20024.294597997952,20027.43605192159,437.0
2025-03-02 23:45:00+00:00,20027.43605192159,20029.72140828214,20024.014552173197,20026.299908533747,264.0
2025-03-02 23:46:00+00:00,20026.299908533747,20029.46621191072,20022.67263747427,20025.83894085124,515.0
2025-03-02 23:47:00+00:00,20025.83894085124,20026.05341101959,20025.69048785077,20025.90495801912,781.0
2025-03-02 23:48:00+00:00,20025.90495801912,20026.046398135422,20024.14444957251,20024.285889688814,170.0
2025-03-02 23:49:00+00:00,20024.285889688814,20025.254194801706,20021.837916112956,20022.80622122585,185.0
2025-03-02 23:50:00+00:00,20022.80622122585,20023.772984421426,20021.936501514283,20022.90326470986,587.0
2025-03-02 23:51:00+00:00,20022.90326470986,20023.204900856403,20022.35462082366,20022.6562569702,237.0
2025-03-02 23:52:00+00:00,20022.6562569702,20025.93569216817,20021.636261877626,20024.915697075594,435.0
2025-03-02 23:53:00+00:00,20024.915697075594,20028.56580187123,20021.958331101527,20025.608435897164,171.0
2025-03-02 23:54:00+00:00,20025.608435897164,20026.415381119354,20024.86602222785,20025.67296745004,547.0
2025-03-02 23:55:00+00:00,20025.67296745004,20026.5014418334,20025.121064543808,20025.94953892717,305.0
2025-03-02 23:56:00+00:00,20025.94953892717,20027.064209664764,20019.648205618116,20020.76287635571,76.0
2025-03-02 23:57:00+00:00,20020.76287635571,20021.7252147119,20020.417190605887,20021.379528962076,447.0
2025-03-02 23:58:00+00:00,20021.379528962076,20024.920056957857,20019.241166989344,20022.781694985126,53.0
